1.800000000000000000e+01,-2.300000000000000000e+01,5.299999999999999822e+00
1.800000000000000000e+01,-2.300000000000000000e+01,5.299999999999999822e+00
1.800072035999999898e+01,-2.297174049750000080e+01,5.301006497499999526e+00
1.800144072000000151e+01,-2.294348099500000160e+01,5.302012995000000117e+00
1.800216108000000048e+01,-2.291522149249999885e+01,5.303019492499999821e+00
1.800288143999999946e+01,-2.288696198999999964e+01,5.304025989999999524e+00
1.800360179999999843e+01,-2.285870248750000044e+01,5.305032487500000116e+00
1.800432216000000096e+01,-2.283044298500000124e+01,5.306038984999999819e+00
1.800504251999999994e+01,-2.280218348249999849e+01,5.307045482499999522e+00
1.800576287999999892e+01,-2.277392397999999929e+01,5.308051980000000114e+00
1.800648324000000144e+01,-2.274566447750000009e+01,5.309058477499999817e+00
1.800720360000000042e+01,-2.271740497500000089e+01,5.310064974999999521e+00
1.800792395999999940e+01,-2.268914547250000169e+01,5.311071472500000112e+00
1.800864431999999837e+01,-2.266088596999999893e+01,5.312077969999999816e+00
1.800936468000000090e+01,-2.263262646749999973e+01,5.313084467499999519e+00
1.801008503999999988e+01,-2.260436696500000053e+01,5.314090965000000111e+00
1.801080539999999885e+01,-2.257610746250000133e+01,5.315097462499999814e+00
1.801152576000000138e+01,-2.254784795999999858e+01,5.316103959999999518e+00
1.801224612000000036e+01,-2.251958845749999938e+01,5.317110457500000109e+00
1.801296647999999934e+01,-2.249132895500000018e+01,5.318116954999999813e+00
1.801368683999999831e+01,-2.246306945250000098e+01,5.319123452499999516e+00
1.801440720000000084e+01,-2.243480995000000178e+01,5.320129950000000107e+00
1.801512755999999982e+01,-2.240655044749999902e+01,5.321136447499999811e+00
1.801584791999999879e+01,-2.237829094499999982e+01,5.322142944999999514e+00
1.801656828000000132e+01,-2.235003144250000062e+01,5.323149442500000106e+00
1.801728864000000030e+01,-2.232177194000000142e+01,5.324155939999999809e+00
1.801800899999999928e+01,-2.229351243749999867e+01,5.325162437499999513e+00
1.801872935999999825e+01,-2.226525293499999947e+01,5.326168935000000104e+00
1.801944972000000078e+01,-2.223699343250000027e+01,5.327175432499999808e+00
1.802017007999999976e+01,-2.220873393000000107e+01,5.328181929999999511e+00
1.802089043999999873e+01,-2.218047442749999831e+01,5.329188427500000103e+00
1.802161080000000126e+01,-2.215221492499999911e+01,5.330194924999999806e+00
1.802233116000000024e+01,-2.212395542249999991e+01,5.331201422499999509e+00
1.802305151999999921e+01,-2.209569592000000071e+01,5.332207920000000101e+00
1.802377188000000174e+01,-2.206743641750000151e+01,5.333214417499999804e+00
1.802449224000000072e+01,-2.203917691499999876e+01,5.334220914999999508e+00
1.802521259999999970e+01,-2.201091741249999956e+01,5.335227412500000099e+00
1.802593295999999867e+01,-2.198265791000000036e+01,5.336233909999999803e+00
1.802665332000000120e+01,-2.195439840750000116e+01,5.337240407499999506e+00
1.802737368000000018e+01,-2.192613890499999840e+01,5.338246905000000098e+00
1.802809403999999915e+01,-2.189787940249999920e+01,5.339253402499999801e+00
1.802881440000000168e+01,-2.186961990000000000e+01,5.340259899999999504e+00
1.802953476000000066e+01,-2.184136039750000080e+01,5.341266397500000096e+00
1.803025511999999964e+01,-2.181310089499999805e+01,5.342272894999999799e+00
1.803097547999999861e+01,-2.178484139249999885e+01,5.343279392499999503e+00
1.803169584000000114e+01,-2.175658188999999965e+01,5.344285890000000094e+00
1.803241620000000012e+01,-2.172832238750000045e+01,5.345292387499999798e+00
1.803313655999999909e+01,-2.170006288500000124e+01,5.346298884999999501e+00
1.803385692000000162e+01,-2.167180338249999849e+01,5.347305382500000093e+00
1.803457728000000060e+01,-2.164354387999999929e+01,5.348311879999999796e+00
1.803529763999999957e+01,-2.161528437750000009e+01,5.349318377499999499e+00
1.803601799999999855e+01,-2.158702487500000089e+01,5.350324875000000091e+00
1.803673836000000108e+01,-2.155876537250000169e+01,5.351331372499999794e+00
1.803745872000000006e+01,-2.153050586999999894e+01,5.352337869999999498e+00
1.803817907999999903e+01,-2.150224636749999974e+01,5.353344367500000089e+00
1.803889944000000156e+01,-2.147398686500000053e+01,5.354350864999999793e+00
1.803961980000000054e+01,-2.144572736250000133e+01,5.355357362499999496e+00
1.804034015999999951e+01,-2.141746785999999858e+01,5.356363860000000088e+00
1.804106051999999849e+01,-2.138920835749999938e+01,5.357370357499999791e+00
1.804178088000000102e+01,-2.136094885500000018e+01,5.358376854999999495e+00
1.804250124000000000e+01,-2.133268935250000098e+01,5.359383352500000086e+00
1.804322159999999897e+01,-2.130442984999999823e+01,5.360389849999999790e+00
1.804394196000000150e+01,-2.127617034749999902e+01,5.361396347499999493e+00
1.804466232000000048e+01,-2.124791084499999982e+01,5.362402845000000084e+00
1.804538267999999945e+01,-2.121965134250000062e+01,5.363409342499999788e+00
1.804610303999999843e+01,-2.119139184000000142e+01,5.364415839999999491e+00
1.804682340000000096e+01,-2.116313233749999867e+01,5.365422337500000083e+00
1.804754375999999993e+01,-2.113487283499999947e+01,5.366428834999999786e+00
1.804826411999999891e+01,-2.110661333250000027e+01,5.367435332499999490e+00
1.804898448000000144e+01,-2.107835383000000107e+01,5.368441830000000081e+00
1.804970484000000042e+01,-2.105009432749999831e+01,5.369448327499999785e+00
1.805042519999999939e+01,-2.102183482499999911e+01,5.370454824999999488e+00
1.805114555999999837e+01,-2.099357532249999991e+01,5.371461322500000080e+00
1.805186592000000090e+01,-2.096531582000000071e+01,5.372467819999999783e+00
1.805258627999999987e+01,-2.093705631750000151e+01,5.373474317499999486e+00
1.805330663999999885e+01,-2.090879681499999876e+01,5.374480815000000078e+00
1.805402700000000138e+01,-2.088053731249999956e+01,5.375487312499999781e+00
1.805474736000000036e+01,-2.085227781000000036e+01,5.376493809999999485e+00
1.805546771999999933e+01,-2.082401830750000116e+01,5.377500307500000076e+00
1.805618807999999831e+01,-2.079575880499999840e+01,5.378506804999999780e+00
1.805690844000000084e+01,-2.076749930249999920e+01,5.379513302499999483e+00
1.805762879999999981e+01,-2.073923980000000000e+01,5.380519800000000075e+00
1.805834915999999879e+01,-2.071098029750000080e+01,5.381526297499999778e+00
1.805906952000000132e+01,-2.068272079500000160e+01,5.382532794999999481e+00
1.805978988000000030e+01,-2.065446129249999885e+01,5.383539292500000073e+00
1.806051023999999927e+01,-2.062620178999999965e+01,5.384545789999999776e+00
1.806123059999999825e+01,-2.059794228750000045e+01,5.385552287499999480e+00
1.806195096000000078e+01,-2.056968278500000125e+01,5.386558785000000071e+00
1.806267131999999975e+01,-2.054142328249999849e+01,5.387565282499999775e+00
1.806339167999999873e+01,-2.051316377999999929e+01,5.388571779999999478e+00
1.806411204000000126e+01,-2.048490427750000009e+01,5.389578277500000070e+00
1.806483240000000023e+01,-2.045664477500000089e+01,5.390584774999999773e+00
1.806555275999999921e+01,-2.042838527250000169e+01,5.391591272499999477e+00
1.806627311999999819e+01,-2.040012576999999894e+01,5.392597770000000068e+00
1.806699348000000072e+01,-2.037186626749999974e+01,5.393604267499999771e+00
1.806771383999999969e+01,-2.034360676500000054e+01,5.394610764999999475e+00
1.806843419999999867e+01,-2.031534726250000134e+01,5.395617262500000066e+00
1.806915456000000120e+01,-2.028708775999999858e+01,5.396623759999999770e+00
1.806987492000000017e+01,-2.025882825749999938e+01,5.397630257499999473e+00
1.807059527999999915e+01,-2.023056875500000018e+01,5.398636755000000065e+00
1.807131564000000168e+01,-2.020230925250000098e+01,5.399643252499999768e+00
1.807203600000000066e+01,-2.017404975000000178e+01,5.400649749999999472e+00
1.807275635999999963e+01,-2.014579024749999903e+01,5.401656247500000063e+00
1.807347671999999861e+01,-2.011753074499999983e+01,5.402662744999999767e+00
1.807419708000000114e+01,-2.008927124250000062e+01,5.403669242499999470e+00
1.807491744000000011e+01,-2.006101174000000142e+01,5.404675740000000062e+00
1.807563779999999909e+01,-2.003275223749999867e+01,5.405682237499999765e+00
1.807635816000000162e+01,-2.000449273499999947e+01,5.406688734999999468e+00
1.807707852000000059e+01,-1.997623323250000027e+01,5.407695232500000060e+00
1.807779887999999957e+01,-1.994797373000000107e+01,5.408701729999999763e+00
1.807851923999999855e+01,-1.991971422750000187e+01,5.409708227500000355e+00
1.807923960000000108e+01,-1.989145472499999912e+01,5.410714725000000058e+00
1.807995996000000005e+01,-1.986319522249999991e+01,5.411721222499999762e+00
1.808068031999999903e+01,-1.983493572000000071e+01,5.412727720000000353e+00
1.808140068000000156e+01,-1.980667621749999796e+01,5.413734217500000057e+00
1.808212104000000053e+01,-1.977841671499999876e+01,5.414740714999999760e+00
1.808284139999999951e+01,-1.975015721249999956e+01,5.415747212500000352e+00
1.808356175999999849e+01,-1.972189771000000036e+01,5.416753710000000055e+00
1.808428212000000102e+01,-1.969363820750000116e+01,5.417760207499999758e+00
1.808500247999999999e+01,-1.966537870500000196e+01,5.418766705000000350e+00
1.808572283999999897e+01,-1.963711920249999920e+01,5.419773202500000053e+00
1.808644320000000150e+01,-1.960885970000000000e+01,5.420779699999999757e+00
1.808716356000000047e+01,-1.958060019750000080e+01,5.421786197500000348e+00
1.808788391999999945e+01,-1.955234069500000160e+01,5.422792695000000052e+00
1.808860427999999843e+01,-1.952408119249999885e+01,5.423799192499999755e+00
1.808932464000000095e+01,-1.949582168999999965e+01,5.424805690000000347e+00
1.809004499999999993e+01,-1.946756218750000045e+01,5.425812187500000050e+00
1.809076535999999891e+01,-1.943930268500000125e+01,5.426818684999999753e+00
1.809148572000000144e+01,-1.941104318249999849e+01,5.427825182500000345e+00
1.809220608000000041e+01,-1.938278367999999929e+01,5.428831680000000048e+00
1.809292643999999939e+01,-1.935452417750000009e+01,5.429838177499999752e+00
1.809364679999999836e+01,-1.932626467500000089e+01,5.430844675000000343e+00
1.809436716000000089e+01,-1.929800517249999814e+01,5.431851172500000047e+00
1.809508751999999987e+01,-1.926974566999999894e+01,5.432857669999999750e+00
1.809580787999999885e+01,-1.924148616749999974e+01,5.433864167500000342e+00
1.809652824000000138e+01,-1.921322666500000054e+01,5.434870665000000045e+00
1.809724860000000035e+01,-1.918496716250000134e+01,5.435877162499999748e+00
1.809796895999999933e+01,-1.915670765999999858e+01,5.436883660000000340e+00
1.809868931999999830e+01,-1.912844815749999938e+01,5.437890157500000043e+00
1.809940968000000083e+01,-1.910018865500000018e+01,5.438896654999999747e+00
1.810013003999999981e+01,-1.907192915250000098e+01,5.439903152500000338e+00
1.810085039999999879e+01,-1.904366964999999823e+01,5.440909650000000042e+00
1.810157076000000131e+01,-1.901541014749999903e+01,5.441916147499999745e+00
